"candidate_id","year_guess","county_guess","category_guess","source_file","line_number","matched_line","context"
"real_candidate_00189","2023","Duchesne","Dust / PM / Gravel","5-3-23.txt","580","there are any dust complaints received by Duchesne County, Roosevelt City or","Health Department.  The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County, Roosevelt City or the TriCounty Health Department, the mining operations shall cease until the dust event can be mitigated."
"real_candidate_00197","2023","Duchesne","Dust / PM / Gravel","5-3-23.txt","1051","Health Department. The applicant shall provide dust control at all times by","1.  The applicant shall control dust and noise so neither becomes a nuisance. a. The applicant shall conform to the dust control plan approved by the TriCounty Health Department. The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County, Roosevelt City or"
"real_candidate_00199","2023","Duchesne","Dust / PM / Gravel","5-3-23.txt","1053","are any dust complaints received by Duchesne County, Roosevelt City or","Health Department. The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County, Roosevelt City or TriCounty Health, the mining operations shall cease until the event can be mitigated."
"real_candidate_00202","2023","Duchesne","Air Quality / Odor / H2S","6-7-23.txt","331","roads.  The county nuisance ordinance and state air quality rules require 24/7 dust","dust control plan for this location.  The applicant or authorized agent must follow this plan to control dust at active mining areas and driving surfaces, including haul roads.  The county nuisance ordinance and state air quality rules require 24/7 dust control by applications of water and/or dust suppressants (such as magnesium chloride).  If dust complaints received by Duchesne County, Roosevelt City or"
"real_candidate_00207","2023","Duchesne","Dust / PM / Gravel","6-7-23.txt","448","Health Department. The applicant shall provide dust control at all times by","1. The applicant shall control dust and noise so neither becomes a nuisance. a. The applicant shall conform to the dust control plan approved by the TriCounty Health Department. The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County, Roosevelt City or"
"real_candidate_00209","2023","Duchesne","Dust / PM / Gravel","6-7-23.txt","450","are any dust complaints received by Duchesne County, Roosevelt City or","Health Department. The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County, Roosevelt City or DUCHESNE COUNTY PLANNING COMMISSION MEETING"
"real_candidate_00219","2023","Duchesne","Dust / PM / Gravel","6-7-23.txt","937","are any dust complaints received by Duchesne County or TriCounty Health, the","Health Department. The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County or TriCounty Health, the mining operations shall cease until the event can be mitigated."
"real_candidate_00222","2023","Unknown","Noise / Vibration","8-2-23.txt","397","sentence to indicate customers may have access to their equipment earlier or later than those","Mike Hyde:  You might want to consider a slight amendment to Recommendation #8 adding a sentence to indicate customers may have access to their equipment earlier or later than those nuisance ordinance hours provided it doesn?t become a problem.  There is only one surrounding home near this location so I don?t anticipate customers will generate noise complaints."
"real_candidate_00223","2023","Unknown","Noise / Vibration","8-2-23.txt","398","nuisance ordinance hours provided it doesn?t become a problem.  There is only one surrounding","Mike Hyde:  You might want to consider a slight amendment to Recommendation #8 adding a sentence to indicate customers may have access to their equipment earlier or later than those nuisance ordinance hours provided it doesn?t become a problem.  There is only one surrounding home near this location so I don?t anticipate customers will generate noise complaints."
"real_candidate_00224","2023","Unknown","Noise / Vibration","8-2-23.txt","399","home near this location so I don?t anticipate customers will generate noise complaints.","sentence to indicate customers may have access to their equipment earlier or later than those nuisance ordinance hours provided it doesn?t become a problem.  There is only one surrounding home near this location so I don?t anticipate customers will generate noise complaints. Shon McKinnon:  Yes, I can?t imagine the noise would be much more than the surrounding"
"real_candidate_00225","2023","Unknown","Traffic / Haul Route","8-2-23.txt","400","","nuisance ordinance hours provided it doesn?t become a problem.  There is only one surrounding home near this location so I don?t anticipate customers will generate noise complaints. Shon McKinnon:  Yes, I can?t imagine the noise would be much more than the surrounding traffic."
"real_candidate_00226","2023","Unknown","Traffic / Haul Route","8-2-23.txt","401","Shon McKinnon:  Yes, I can?t imagine the noise would be much more than the surrounding","home near this location so I don?t anticipate customers will generate noise complaints. Shon McKinnon:  Yes, I can?t imagine the noise would be much more than the surrounding traffic."
"real_candidate_00115","2023","Duchesne","Dust / PM / Gravel","10-4-23.txt","663","application of water and/or dust suppressants such as magnesium chloride.  If there","a. The applicant shall conform to the dust control plan approved by the TriCounty Health Department. The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County, TriCounty Health, or Utah Department of Environmental Quality, the mining operations shall cease until the"
"real_candidate_00117","2023","Duchesne","Dust / PM / Gravel","10-4-23.txt","665","Department of Environmental Quality, the mining operations shall cease until the","application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County, TriCounty Health, or Utah Department of Environmental Quality, the mining operations shall cease until the event can be mitigated. b. The applicant shall comply with Duchesne County noise ordinances, and haul truck"
"real_candidate_00132","2023","Duchesne","Dust / PM / Gravel","12-6-23.txt","993","application of water and/or dust suppressants such as magnesium chloride.  If","a. The applicant shall conform to the dust control plan approved by the TriCounty Health Department. The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County , TriCounty Health, or Utah Department of Environmental Quality, the industrial sand"
"real_candidate_00134","2023","Duchesne","Dust / PM / Gravel","12-6-23.txt","995","Health, or Utah Department of Environmental Quality, the industrial sand","application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County , TriCounty Health, or Utah Department of Environmental Quality, the industrial sand processing operations shall cease until the event can be mitigated. b. The applicant shall comply with Duchesne County noise ordinances, and haul"
"real_candidate_00181","2023","Duchesne","Dust / PM / Gravel","5-3-23.txt","346","application of water and/or dust suppressants such as magnesium chloride.  If","a. The applicant shall conform to the dust control plan approved by the TriCounty Health Department.  The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County, Roosevelt City or the TriCounty Health Department, the mining operations shall cease until the dust"
"real_candidate_00184","2023","Duchesne","Dust / PM / Gravel","5-3-23.txt","349","event can be mitigated.","there are any dust complaints received by Duchesne County, Roosevelt City or the TriCounty Health Department, the mining operations shall cease until the dust event can be mitigated. b. The applicant shall comply with the following hours of mining operations:  (7:00"
"real_candidate_00188","2023","Duchesne","Dust / PM / Gravel","5-3-23.txt","579","application of water and/or dust suppressants such as magnesium chloride.  If","a. The applicant shall conform to the dust control plan approved by the TriCounty Health Department.  The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County, Roosevelt City or the TriCounty Health Department, the mining operations shall cease until the dust"
"real_candidate_00191","2023","Duchesne","Dust / PM / Gravel","5-3-23.txt","582","event can be mitigated.","there are any dust complaints received by Duchesne County, Roosevelt City or the TriCounty Health Department, the mining operations shall cease until the dust event can be mitigated. b. The applicant shall comply with the following hours of mining operations:  (7:00"
"real_candidate_00198","2023","Duchesne","Dust / PM / Gravel","5-3-23.txt","1052","application of water and/or dust suppressants such as magnesium chloride.  If there","a. The applicant shall conform to the dust control plan approved by the TriCounty Health Department. The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County, Roosevelt City or TriCounty Health, the mining operations shall cease until the event can be"
"real_candidate_00201","2023","Duchesne","Dust / PM / Gravel","5-3-23.txt","1055","mitigated.","are any dust complaints received by Duchesne County, Roosevelt City or TriCounty Health, the mining operations shall cease until the event can be mitigated. b. The applicant shall comply with the following hours of mining operations:  (7:00"
"real_candidate_00208","2023","Duchesne","Dust / PM / Gravel","6-7-23.txt","449","application of water and/or dust suppressants such as magnesium chloride.  If there","a. The applicant shall conform to the dust control plan approved by the TriCounty Health Department. The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County, Roosevelt City or DUCHESNE COUNTY"
"real_candidate_00217","2023","Duchesne","Dust / PM / Gravel","6-7-23.txt","935","Health Department. The applicant shall provide dust control at all times by","a. The applicant shall conform to the dust control plan approved by the TriCounty Health Department. The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County or TriCounty Health, the"
"real_candidate_00218","2023","Duchesne","Dust / PM / Gravel","6-7-23.txt","936","application of water and/or dust suppressants such as magnesium chloride.  If there","a. The applicant shall conform to the dust control plan approved by the TriCounty Health Department. The applicant shall provide dust control at all times by application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County or TriCounty Health, the mining operations shall cease until the event can be mitigated."
"real_candidate_00220","2023","Duchesne","Dust / PM / Gravel","6-7-23.txt","938","mining operations shall cease until the event can be mitigated.","application of water and/or dust suppressants such as magnesium chloride.  If there are any dust complaints received by Duchesne County or TriCounty Health, the mining operations shall cease until the event can be mitigated. b. The applicant shall comply with the following hours of mining operations:  (7:00"
"real_candidate_00221","2023","Duchesne","Dust / PM / Gravel","6-7-23.txt","939","","are any dust complaints received by Duchesne County or TriCounty Health, the mining operations shall cease until the event can be mitigated. b. The applicant shall comply with the following hours of mining operations:  (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to"
"real_candidate_00100","2019","Unknown","Dust / PM / Gravel","10-02-19.txt","199","","by the Community Development Director, unless noise complaints are received. 2. The Owners or their authorized agents shall reclaim the property in accordance with the county?s ?Material Pit Finishing Standards? and protect the public from any"
"real_candidate_00097","2019","Unknown","Dust / PM / Gravel","10-02-19.txt","196","Operations other than crushing may occur beyond those hours if approved","crusher operation:  (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays). Operations other than crushing may occur beyond those hours if approved by the Community Development Director, unless noise complaints are received."
"real_candidate_00098","2019","Unknown","Noise / Vibration","10-02-19.txt","197","by the Community Development Director, unless noise complaints are","on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays). Operations other than crushing may occur beyond those hours if approved by the Community Development Director, unless noise complaints are received."
"real_candidate_00099","2019","Unknown","Noise / Vibration","10-02-19.txt","198","received.","Operations other than crushing may occur beyond those hours if approved by the Community Development Director, unless noise complaints are received. 2. The Owners or their authorized agents shall reclaim the property in accordance with"
"real_candidate_00096","2019","Unknown","Dust / PM / Gravel","10-02-19.txt","195","on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays).","b. Owners and their authorized agents shall comply with the following hours of crusher operation:  (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays). Operations other than crushing may occur beyond those hours if approved by the Community Development Director, unless noise complaints are"
"real_candidate_00246","2016","Unknown","Noise / Vibration","April-6-2016.txt","272","2. The proposed use will be located and conducted in compliance with the goals","9:30 PM on Sundays and holidays).  Such time limits should be applied in this case if noise complaints are received by the county. 2. The proposed use will be located and conducted in compliance with the goals and policies of the county general plan and the purposes of this title. Mr. Hyde stated in this case, the applicants intend to use the earth products to support"
"real_candidate_00247","2016","Unknown","Dust / PM / Gravel","April-6-2016.txt","273","and policies of the county general plan and the purposes of this title.","noise complaints are received by the county. 2. The proposed use will be located and conducted in compliance with the goals and policies of the county general plan and the purposes of this title. Mr. Hyde stated in this case, the applicants intend to use the earth products to support their own needs for pipe bedding material and sand for roads in the winter, which is"
"real_candidate_00233","2016","Duchesne","Dust / PM / Gravel","April-6-2016.txt","83","goals and policies of the county general plan and the purposes of this title.","noise complaints are received by the county. 2. The proposed use will be located and conducted in compliance with the goals and policies of the county general plan and the purposes of this title. The Duchesne County General Plan contains the follo wing statements with respect to mining activities:  ?Today, extractive-use industries: livestock, timber, mining, and oil;"
"real_candidate_00234","2016","Unknown","Dust / PM / Gravel","April-6-2016.txt","178","between the site and the nearest paved road during periods of hauling.","of the operations by the owners or authorized agent s.  Dust control agents shall be applied at active portions of the site and  on gravel access roads between the site and the nearest paved road during periods of hauling. b. If noise complaints are received by the county, owners and their authorized"
"real_candidate_00248","2016","Unknown","Dust / PM / Gravel","April-6-2016.txt","362","between the site and the nearest paved road during periods of hauling.","of the operations by the owners or authorized agent s.  Dust control agents shall be applied at active portions of the site and  on gravel access roads between the site and the nearest paved road during periods of hauling. b. If noise complaints are received by the county, owners and their authorized"
"real_candidate_00271","2016","Duchesne","Dust / PM / Gravel","December-7-2016.txt","164","2. Applicants shall not install fueling facilities unless plans are first approved by the","1. Noise on the property associated with the airstr ip shall be limited to the hours between 7:00 A.M and 9:30 P.M. 2. Applicants shall not install fueling facilities unless plans are first approved by the Duchesne County Fire Chief. 3. Applicants agree to initiate dust control measures if dust complaints are received by"
"real_candidate_00272","2016","Duchesne","Dust / PM / Gravel","December-7-2016.txt","165","Duchesne County Fire Chief.","between 7:00 A.M and 9:30 P.M. 2. Applicants shall not install fueling facilities unless plans are first approved by the Duchesne County Fire Chief. 3. Applicants agree to initiate dust control measures if dust complaints are received by the County or the TriCounty Health Department."
"real_candidate_00273","2016","Duchesne","Dust / PM / Gravel","December-7-2016.txt","166","3. Applicants agree to initiate dust control measures if dust complaints are received by","2. Applicants shall not install fueling facilities unless plans are first approved by the Duchesne County Fire Chief. 3. Applicants agree to initiate dust control measures if dust complaints are received by the County or the TriCounty Health Department. 4. Pilots using the airstrip shall avoid practices that may put persons or property on the"
"real_candidate_00274","2016","Duchesne","Dust / PM / Gravel","December-7-2016.txt","167","the County or the TriCounty Health Department.","Duchesne County Fire Chief. 3. Applicants agree to initiate dust control measures if dust complaints are received by the County or the TriCounty Health Department. 4. Pilots using the airstrip shall avoid practices that may put persons or property on the ground at risk."
"real_candidate_00275","2016","Unknown","Dust / PM / Gravel","December-7-2016.txt","168","4. Pilots using the airstrip shall avoid practices that may put persons or property on the","3. Applicants agree to initiate dust control measures if dust complaints are received by the County or the TriCounty Health Department. 4. Pilots using the airstrip shall avoid practices that may put persons or property on the ground at risk."
"real_candidate_00229","2016","Unknown","Noise / Vibration","April-6-2016.txt","79","(7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to","The county Nuisance Ordinance sets forth time limit s during which noise is permitted (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays).  Such time limits should be applied in this case if noise complaints are received by the county."
"real_candidate_00230","2016","Unknown","Noise / Vibration","April-6-2016.txt","80","9:30 PM on Sundays and holidays).  Such time limits should be applied in this case if","The county Nuisance Ordinance sets forth time limit s during which noise is permitted (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays).  Such time limits should be applied in this case if noise complaints are received by the county. 2. The proposed use will be located and conducted in compliance with the"
"real_candidate_00231","2016","Unknown","Noise / Vibration","April-6-2016.txt","81","noise complaints are received by the county.","(7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays).  Such time limits should be applied in this case if noise complaints are received by the county. 2. The proposed use will be located and conducted in compliance with the goals and policies of the county general plan and the purposes of this title."
"real_candidate_00232","2016","Duchesne","Noise / Vibration","April-6-2016.txt","82","2. The proposed use will be located and conducted in compliance with the","9:30 PM on Sundays and holidays).  Such time limits should be applied in this case if noise complaints are received by the county. 2. The proposed use will be located and conducted in compliance with the goals and policies of the county general plan and the purposes of this title. The Duchesne County General Plan contains the follo wing statements with respect to"
"real_candidate_00243","2016","Unknown","Noise / Vibration","April-6-2016.txt","269","(7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to","The county Nuisance Ordinance sets forth time limit s during which noise is permitted (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays).  Such time limits should be applied in this case if noise complaints are received by the county."
"real_candidate_00244","2016","Unknown","Noise / Vibration","April-6-2016.txt","270","9:30 PM on Sundays and holidays).  Such time limits should be applied in this case if","The county Nuisance Ordinance sets forth time limit s during which noise is permitted (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays).  Such time limits should be applied in this case if noise complaints are received by the county. 2. The proposed use will be located and conducted in compliance with the goals"
"real_candidate_00245","2016","Unknown","Noise / Vibration","April-6-2016.txt","271","noise complaints are received by the county.","(7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays).  Such time limits should be applied in this case if noise complaints are received by the county. 2. The proposed use will be located and conducted in compliance with the goals and policies of the county general plan and the purposes of this title."
"real_candidate_00235","2016","Unknown","Dust / PM / Gravel","April-6-2016.txt","179","","shall be applied at active portions of the site and  on gravel access roads between the site and the nearest paved road during periods of hauling. b. If noise complaints are received by the county, owners and their authorized agents shall comply with the following hours of operation:  (7:00 AM to 9:30"
"real_candidate_00236","2016","Unknown","Noise / Vibration","April-6-2016.txt","180","b. If noise complaints are received by the county, owners and their authorized","between the site and the nearest paved road during periods of hauling. b. If noise complaints are received by the county, owners and their authorized agents shall comply with the following hours of operation:  (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and  9:00 AM to 9:30"
"real_candidate_00237","2016","Unknown","Noise / Vibration","April-6-2016.txt","181","agents shall comply with the following hours of operation:  (7:00 AM to 9:30","b. If noise complaints are received by the county, owners and their authorized agents shall comply with the following hours of operation:  (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and  9:00 AM to 9:30 PM on Sundays and holidays)."
"real_candidate_00238","2016","Unknown","Noise / Vibration","April-6-2016.txt","182","PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and  9:00 AM to 9:30","b. If noise complaints are received by the county, owners and their authorized agents shall comply with the following hours of operation:  (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and  9:00 AM to 9:30 PM on Sundays and holidays). 5"
"real_candidate_00249","2016","Unknown","Dust / PM / Gravel","April-6-2016.txt","363","","shall be applied at active portions of the site and  on gravel access roads between the site and the nearest paved road during periods of hauling. b. If noise complaints are received by the county, owners and their authorized agents shall comply with the following hours of operation:  (7:00 AM to 9:30"
"real_candidate_00250","2016","Unknown","Noise / Vibration","April-6-2016.txt","364","b. If noise complaints are received by the county, owners and their authorized","between the site and the nearest paved road during periods of hauling. b. If noise complaints are received by the county, owners and their authorized agents shall comply with the following hours of operation:  (7:00 AM to 9:30 9"
"real_candidate_00251","2016","Unknown","Noise / Vibration","April-6-2016.txt","365","agents shall comply with the following hours of operation:  (7:00 AM to 9:30","b. If noise complaints are received by the county, owners and their authorized agents shall comply with the following hours of operation:  (7:00 AM to 9:30 9 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and  9:00 AM to 9:30"
"real_candidate_00252","2016","Unknown","Noise / Vibration","April-6-2016.txt","366","9","b. If noise complaints are received by the county, owners and their authorized agents shall comply with the following hours of operation:  (7:00 AM to 9:30 9 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and  9:00 AM to 9:30 PM on Sundays and holidays)."
