candidate_id,confidence_score,county_guess,category_guess,source_file,source_path,line_number,matched_terms,review_status,matched_line,context,created_at
candidate_02067,15,Unknown,Public Concern / Needs Review,June-4-2014.txt,archive/extracted_text/legacy/June-4-2014.txt,522,adjoining property owner,needs_human_review,"Georgeann Nicholls, an adjoining property owner, stated she is completely opposed to this","the applicant’s request. There were none, so anyone in opposition was invited to speak. Georgeann Nicholls, an adjoining property owner, stated she is completely opposed to this application. They have collected this junk for over 10 years and never moved or tried to sell any of it. This location is very visable to the residents that live in the area but because of",2026-06-11T19:21:59
candidate_02070,15,Unknown,Public Concern / Needs Review,June-4-2014.txt,archive/extracted_text/legacy/June-4-2014.txt,545,adjoining property owner,needs_human_review,"Phillip Legg, an adjoining property owner, stated he ran a scrap yard for 20 years. There","remove it. Phillip Legg, an adjoining property owner, stated he ran a scrap yard for 20 years. There are mice, snakes, rats and a lot of liquid chemicals on the ground. It is not the place for a scrap yard and is opposed to the applicants request and hopes the commission just makes",2026-06-11T19:21:59
candidate_02073,15,Unknown,Public Concern / Needs Review,June-4-2014.txt,archive/extracted_text/legacy/June-4-2014.txt,588,public hearing,needs_human_review,"Mr. Hyde stated the Public Hearing would re-open July 2, 2014 at 5:00 pm.","the motion and it passed unanimously. Mr. Hyde stated the Public Hearing would re-open July 2, 2014 at 5:00 pm. Request by Jeffrey & Roni Potter for a Conditional Use Permit to operate a",2026-06-11T19:21:59
candidate_02076,15,Unknown,Public Concern / Needs Review,June-4-2014.txt,archive/extracted_text/legacy/June-4-2014.txt,656,adjoining property owner; property owner stated,needs_human_review,"Ben Henderson, an adjoining property owner stated h e was concerned until Mrs. Potter","invited to speak. Ben Henderson, an adjoining property owner stated h e was concerned until Mrs. Potter stated this was a cleanup effort and not a business  venture. He feels a recreational/residential area is not location where a scrap yard should be located.",2026-06-11T19:21:59
candidate_02095,15,Unknown,Public Concern / Needs Review,June-5-2013.txt,archive/extracted_text/legacy/June-5-2013.txt,475,complaint; complaints,needs_human_review,complaints.,stated the conditions for approval include limiting the use of the compression brakes and the nuisance ordinance which will be enforced if the county receives any complaints. Commissioner Mair asked if there were any other questions or comments. There were,2026-06-11T19:21:59
candidate_02102,15,Unknown,Public Concern / Needs Review,June-5-2013.txt,archive/extracted_text/legacy/June-5-2013.txt,664,public hearing,needs_human_review,the public hearing was closed.,Commissioner Mair asked if there were any other questions or comments. There were none and with no one in the audience to speak eithe r in favor or opposed the request the public hearing was closed. Commissioner Lindsay motioned to approve the Condit ional Use Permit requested by,2026-06-11T19:21:59
candidate_02123,15,Unknown,Public Concern / Needs Review,June-6-2012.txt,archive/extracted_text/legacy/June-6-2012.txt,83,public comment,needs_human_review,"Mr. Hyde stated after public comment and discussion  at the May 2, 2012 meeting, the","the Larsen property for failure to comply with the conditions of approval 1(a) and 1(c). Mr. Hyde stated after public comment and discussion  at the May 2, 2012 meeting, the Planning Commission voted to maintain the stop work order in effect.   The Planning Commission required that there shall be no operatio ns at the facility (including crushing,",2026-06-11T19:22:00
candidate_02149,15,Duchesne,Public Concern / Needs Review,March-1-2006.txt,archive/extracted_text/legacy/March-1-2006.txt,35,public hearing,needs_human_review,Mr. Hyde opened the public hearing and stated the applicants plan to construct a 50 X,north of Roosevelt City. Mr. Hyde opened the public hearing and stated the applicants plan to construct a 50 X 100 foot commercial building on this 12.22-acre site for personal and business use (potentially a construction or oil company).  Mr. Hyde stated the property is located in a,2026-06-11T19:22:00
candidate_02164,15,Unknown,Public Concern / Needs Review,March-3-2010.txt,archive/extracted_text/legacy/March-3-2010.txt,41,public hearing,needs_human_review,PUBLIC HEARINGS:,and Mrs. Furrh stated they had no objection. PUBLIC HEARINGS:,2026-06-11T19:22:00
candidate_02166,15,Unknown,Public Concern / Needs Review,March-3-2010.txt,archive/extracted_text/legacy/March-3-2010.txt,107,public hearing,needs_human_review,Comments received at the public hearing will enable the Planning Commission to,"Mr. Hyde stated the subject property is 3.03 acres in size, which provides adequate space for the applicant’s residence, a shop buildin g and equipment parking areas. Comments received at the public hearing will enable the Planning Commission to determine whether or not this use is being conducted in a manner detrimental to adjoining and surrounding properties.",2026-06-11T19:22:00
candidate_02187,15,Unknown,Public Concern / Needs Review,March-4-2009.txt,archive/extracted_text/legacy/March-4-2009.txt,346,public hearing,needs_human_review,Mr. Hyde stated that after the public hearing if th e Planning Commission is in favor of,"8 Mr. Hyde stated that after the public hearing if th e Planning Commission is in favor of denying the applicants request for the Conditional Use permit, In the Findings to Deny the changes are as follows:",2026-06-11T19:22:00
candidate_02208,15,Unknown,Public Concern / Needs Review,March-6-2013.txt,archive/extracted_text/legacy/March-6-2013.txt,450,public hearing,needs_human_review,th  condition added during the public hearing. Commissioner Giles seconded the,"High Desert Water Service LLC, subject to the condi tions stated in the staff report with the 8 th  condition added during the public hearing. Commissioner Giles seconded the motion and it passed with a 6-1 vote with Commissioner Jorgensen voting against approval of the request.",2026-06-11T19:22:00
candidate_02212,15,Unknown,Public Concern / Needs Review,March-7-2007.txt,archive/extracted_text/legacy/March-7-2007.txt,53,public hearing,needs_human_review,PUBLIC HEARINGS:,Mr. Hyde stated that Commissioner Wood was unable t o attend due to illness. PUBLIC HEARINGS:,2026-06-11T19:22:00
candidate_02223,15,Unknown,Public Concern / Needs Review,March-7-2007.txt,archive/extracted_text/legacy/March-7-2007.txt,443,public hearing,needs_human_review,Chairman Peatross opened the public hearing,this phase. Chairman Peatross opened the public hearing Shalon Reynolds stated that she owns Lot 3 of Eagle  Estates Phase 3.  Mrs. Reynolds,2026-06-11T19:22:00
candidate_02266,15,Unknown,Public Concern / Needs Review,May-2-2012.txt,archive/extracted_text/legacy/May-2-2012.txt,555,public hearing,needs_human_review,violations. Mr. Hyde stated that would take a public hearing to terminate the permit and,Commissioner Jorgensen commented the permit should be cancelled because of the violations. Mr. Hyde stated that would take a public hearing to terminate the permit and the Planning Commission could schedule that for Jun e 6 th ; however the commission,2026-06-11T19:22:00
candidate_02274,15,Unknown,Public Concern / Needs Review,May-3-2006.txt,archive/extracted_text/legacy/May-3-2006.txt,295,public hearing,needs_human_review,As there was no additional testimony Chairman Sweat closed the public hearing.,propane business in the area would be safety issues. As there was no additional testimony Chairman Sweat closed the public hearing. Commissioner Mair stated that Mr. Nebeker mentioned the size of the lot so I just want,2026-06-11T19:22:00
candidate_02279,15,Unknown,Public Concern / Needs Review,May-3-2017.txt,archive/extracted_text/legacy/May-3-2017.txt,214,public hearing,needs_human_review,or neutral to the applicant’s request. There were none so the public hearing was closed.,"Chairman Giles asked if there was anyone in the aud ience to speak in favor, opposed or neutral to the applicant’s request. There were none so the public hearing was closed. Commissioner Drake motioned to approve the Conditio nal Use Permit requested by",2026-06-11T19:22:00
candidate_02290,15,Duchesne,Public Concern / Needs Review,May-5-2010.txt,archive/extracted_text/legacy/May-5-2010.txt,367,opposed to the approval,needs_human_review,"Becky Rasmussen, a Pleasant Valley resident, stated she is opposed to the approval of","it back into the ground one day. Becky Rasmussen, a Pleasant Valley resident, stated she is opposed to the approval of another pond in the area and does not want anymore permitted ponds, but knows the reality of the situation. Mrs. Rasmussen also thanked the commission for changing the",2026-06-11T19:22:00
candidate_02309,15,Unknown,Public Concern / Needs Review,May-7-2008.txt,archive/extracted_text/legacy/May-7-2008.txt,561,public hearing,needs_human_review,"recommendations, these are public hearings and the Planning Commission are the","Mr. Hyde stated that he wanted to clarify the comment made that he supposedly told someone that this was a done deal.  I don’t have a vote in this matter all I do is make recommendations, these are public hearings and the Planning Commission are the people who make the decisions.",2026-06-11T19:22:00
candidate_02339,15,Unknown,Public Concern / Needs Review,November-4-2009.txt,archive/extracted_text/legacy/November-4-2009.txt,51,public hearing,needs_human_review,"Mr. Hyde stated at the October 7, 2009 Planning Commission meeting, a public hearing","conditions. Mr. Hyde stated at the October 7, 2009 Planning Commission meeting, a public hearing was held.  After testimony and discussion, the Planning Commission voted 5-0, with one abstention, to pass the following motion:",2026-06-11T19:22:00
candidate_02368,15,Unknown,Public Concern / Needs Review,November-5-2008.txt,archive/extracted_text/legacy/November-5-2008.txt,194,public hearing,needs_human_review,public hearing.,"Mr. Hyde stated the planning commission may grant a conditional use permit in compliance with this ordinance if, from the applica tion and the facts presented at the public hearing. 5",2026-06-11T19:22:00
candidate_02373,15,Unknown,Public Concern / Needs Review,November-5-2008.txt,archive/extracted_text/legacy/November-5-2008.txt,463,public hearing,needs_human_review,not a public hearing; however we will open the matter for comments or questions at this,Mr. Hyde stated these are some recommendations for the planning commission. This is not a public hearing; however we will open the matter for comments or questions at this time.,2026-06-11T19:22:00
candidate_02398,15,Unknown,Dust / PM,November-7-2012.txt,archive/extracted_text/legacy/November-7-2012.txt,193,adjoining property owner; property owner stated,needs_human_review,"John Wills, adjoining property owner stated 1000 No rth is a private road built by Burdick","Commissioner Jorgensen asked if there were any other questions. John Wills, adjoining property owner stated 1000 No rth is a private road built by Burdick Paving many years ago to serve a gravel pit. It is paved and only one business will be using it.",2026-06-11T19:22:00
candidate_02402,15,Duchesne,Public Concern / Needs Review,November-7-2012.txt,archive/extracted_text/legacy/November-7-2012.txt,261,property owner stated,needs_human_review,"Randy Taylor, the applicant and property owner stated he has been approached by El","none so the applicant was invited to speak. Randy Taylor, the applicant and property owner stated he has been approached by El Paso and Duchesne County to supply product for a ne w road and oil locations in the area.",2026-06-11T19:22:00
candidate_02406,15,Duchesne,Public Concern / Needs Review,November-7-2012.txt,archive/extracted_text/legacy/November-7-2012.txt,311,public hearing,needs_human_review,"or opposed wishing to speak, the public hearing was closed.","With no questions or comments from the planning commission and no one either in favor or opposed wishing to speak, the public hearing was closed. Commissioner Mair motioned the Planning Commission recommend to the Duchesne",2026-06-11T19:22:00
candidate_02407,15,Unknown,Public Concern / Needs Review,November-7-2012.txt,archive/extracted_text/legacy/November-7-2012.txt,352,public hearing,needs_human_review,"with no one either in favor or opposed wishing to speak, the public hearing was closed.","Mr. Hyde asked if there were any questions of the staff report. There were none and with no one either in favor or opposed wishing to speak, the public hearing was closed. Commissioner Lindsay motioned to recommend to the D uchesne County",2026-06-11T19:22:00
candidate_02418,15,Unknown,Public Concern / Needs Review,October-3-2012.txt,archive/extracted_text/legacy/October-3-2012.txt,58,public hearing,needs_human_review,"th , 2012 and stated the Planning Commission opened a public hearing to","Mr. Hyde reviewed the history of the Integrated Wat er Management site from 1983 to September 5 th , 2012 and stated the Planning Commission opened a public hearing to determine compliance with Condition #3 of their con ditional use permit, which reads:",2026-06-11T19:22:00
candidate_02429,15,Unknown,Public Concern / Needs Review,October-5-2011.txt,archive/extracted_text/legacy/October-5-2011.txt,114,property owner stated,needs_human_review,"Keith Hicken, neighbor and property owner stated the Balingit home was not notified of Mr.","Commissioner Jorgensen asked if there were any other questions or comments. Keith Hicken, neighbor and property owner stated the Balingit home was not notified of Mr. Larsen’s request and there should not be any travel on the road serving that home as it is a private lane.",2026-06-11T19:22:00
candidate_02438,15,Unknown,Public Concern / Needs Review,October-5-2016.txt,archive/extracted_text/legacy/October-5-2016.txt,163,property owner stated,needs_human_review,"Cody Ames, applicant and property owner stated they will do computer and phone repairs","the applicant was invited to speak. Cody Ames, applicant and property owner stated they will do computer and phone repairs in the house and small engine (lawnmowers, 4 wheelers, tillers) repair in the garage area. Mr. Ames asked the Planning Commission if they had any questions?",2026-06-11T19:22:00
candidate_02452,15,Unknown,Public Concern / Needs Review,October-6-2010.txt,archive/extracted_text/legacy/October-6-2010.txt,251,public hearing,needs_human_review,although this is not a public hearing the surrounding property owners have been invited,"enclosed building.  MJ Hauling may or may not be in compliance with Condition #2, depending on the size of the above-ground fuel tank  on the property. Mr. Hyde stated although this is not a public hearing the surrounding property owners have been invited to this review and both parties will have an opportunity to speak.",2026-06-11T19:22:00
candidate_02478,15,Duchesne,Public Concern / Needs Review,October-7-2009.txt,archive/extracted_text/legacy/October-7-2009.txt,562,resident stated,needs_human_review,"Len Wilkerson, a Myton resident stated he is in favor of removing the rock from the area.","Commissioner Mair asked if there were any other questions. Len Wilkerson, a Myton resident stated he is in favor of removing the rock from the area. 13",2026-06-11T19:22:00
candidate_02511,15,Unknown,Public Concern / Needs Review,Sept-2017.txt,archive/extracted_text/legacy/Sept-2017.txt,50,public hearing,needs_human_review,County Commissioners pass Resolution #17-14 after their public hearing on September,2 Mr. Hyde’s recommendation is that the Planning Commission recommended that the County Commissioners pass Resolution #17-14 after their public hearing on September 25th or continue the hearing until a date certain if additional time is needed to review the document or respond to public comments.,2026-06-11T19:22:00
candidate_02512,15,Unknown,Public Concern / Needs Review,Sept-2017.txt,archive/extracted_text/legacy/Sept-2017.txt,52,public comment,needs_human_review,document or respond to public comments.,County Commissioners pass Resolution #17-14 after their public hearing on September 25th or continue the hearing until a date certain if additional time is needed to review the document or respond to public comments. With no one in the audience wishing to comment on the resolution the public hearing,2026-06-11T19:22:00
candidate_02513,15,Unknown,Public Concern / Needs Review,Sept-2017.txt,archive/extracted_text/legacy/Sept-2017.txt,54,public hearing,needs_human_review,With no one in the audience wishing to comment on the resolution the public hearing,document or respond to public comments. With no one in the audience wishing to comment on the resolution the public hearing was closed.,2026-06-11T19:22:00
candidate_02546,15,Unknown,Public Concern / Needs Review,September-2-2009.txt,archive/extracted_text/legacy/September-2-2009.txt,806,opposed to the approval,needs_human_review,Mr. Gines is opposed to the approval of the conditi onal use permit.,"Joel Gines, a Tabiona resident, has some personal concerns and issues with the Collett’s. Mr. Gines is opposed to the approval of the conditi onal use permit. Kendalyn Newton stated she is in favor of the CUP. She stated Mrs. Collett is hoping to",2026-06-11T19:22:00
candidate_02556,15,Unknown,Public Concern / Needs Review,September-3-2008.txt,archive/extracted_text/legacy/September-3-2008.txt,578,public hearing,needs_human_review,"Mr.  Hyde stated that this item is not a public hearing, but there are some people here","wastewater evaporation ponds. Mr.  Hyde stated that this item is not a public hearing, but there are some people here who want to speak to this issue. After we talk about potential amendments, we will schedule a public hearing and recommend possible ch anges to the county",2026-06-11T19:22:00
candidate_02557,15,Duchesne,Public Concern / Needs Review,September-3-2008.txt,archive/extracted_text/legacy/September-3-2008.txt,580,public hearing,needs_human_review,schedule a public hearing and recommend possible ch anges to the county,"Mr.  Hyde stated that this item is not a public hearing, but there are some people here who want to speak to this issue. After we talk about potential amendments, we will schedule a public hearing and recommend possible ch anges to the county commissioners.  Dealing with some of the recent issues in Pleasant Valley, the Rasmussen’s requested that we make some changes to the ordinance.",2026-06-11T19:22:00
candidate_02576,15,Unknown,Public Concern / Needs Review,September-5-2007.txt,archive/extracted_text/legacy/September-5-2007.txt,41,public hearing,needs_human_review,any of the Public Hearings?  No one had except for Commissioner Sweat stated that he,Chairman Peatross asked if any of the Commission ha d any contact or dealings with any of the Public Hearings?  No one had except for Commissioner Sweat stated that he had with Mr. Swasey with professional dealing with water issues concerning the Red Creek Irrigation Company and if anyone feels that I should recuse myself I will.,2026-06-11T19:22:00
candidate_02579,15,Unknown,Public Concern / Needs Review,September-5-2007.txt,archive/extracted_text/legacy/September-5-2007.txt,157,public hearing,needs_human_review,Chairman Peatross stated that since there were no o ther comments the public hearing,will also appear in the title report. Chairman Peatross stated that since there were no o ther comments the public hearing was closed.,2026-06-11T19:22:00
candidate_02583,15,Unknown,Public Concern / Needs Review,September-5-2007.txt,archive/extracted_text/legacy/September-5-2007.txt,385,public hearing,needs_human_review,property owners could be notified and there would be a public hearing so that,"Mr. Hyde stated that an option for Mr. Smart, if th is property were to return to Residential, would be able to apply for a conditional use permit and at that time property owners could be notified and there would be a public hearing so that surrounding property owners would be able to voice their opinions.",2026-06-11T19:22:00
candidate_02584,15,Unknown,Public Concern / Needs Review,September-5-2007.txt,archive/extracted_text/legacy/September-5-2007.txt,390,public hearing,needs_human_review,we need to make a decision.   Chairman Peatross clo sed the public hearing.,"Chairman Peatross stated that the way it sits now, the property owners are unable to have a home and the restrictive covenants state that there cannot be businesses, so we need to make a decision.   Chairman Peatross clo sed the public hearing. Commissioner Olsen motioned that the Planning Commi ssion adopt the findings and",2026-06-11T19:22:00
candidate_02614,15,Unknown,Air Quality / Odor,September-5-2012.txt,archive/extracted_text/legacy/September-5-2012.txt,450,can’t breathe,needs_human_review,began operations. As a result their family can’t breathe she has migraines and is always,"Melissa Rose, property owner, stated they own 100 acres near the landfill and the smell comes and goes. It is a beautiful area and they nev er had any problems until IWM began operations. As a result their family can’t breathe she has migraines and is always nauseated.",2026-06-11T19:22:00
candidate_02621,15,Unknown,Air Quality / Odor,September-5-2012.txt,archive/extracted_text/legacy/September-5-2012.txt,480,property owner stated,needs_human_review,"Edward Strycharz, a property owner stated he moved here 5 ½ years ago about 4 miles","rain and is offended the residents are making this a health issue. Edward Strycharz, a property owner stated he moved here 5 ½ years ago about 4 miles northeast of the plant. He feels, during the tour, there were no operations running therefore no smells. The planning commission does n ot get out much and of course the",2026-06-11T19:22:00
candidate_00555,14,Unknown,Traffic / Haul Route,02-06-2019.txt,archive/extracted_text/legacy/02-06-2019.txt,67,nuisance,needs_human_review,Mr. Hyde stated the county Nuisance Ordinance sets forth time limits during which,"heavy truck traffic that uses it to access the oilfield. Mr. Hyde stated the county Nuisance Ordinance sets forth time limits during which noise is permitted (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays).  Such time limits should",2026-06-11T19:21:58
candidate_00560,14,Unknown,Dust / PM,02-07-18.txt,archive/extracted_text/legacy/02-07-18.txt,57,haul route,needs_human_review,and dust during operations and along the haul route.  Surface disturbance results in,"detrimental to the public health, safety or general welfare. Mr. Hyde stated the extraction of earth products can be detrimental in terms of noise and dust during operations and along the haul route.  Surface disturbance results in noise from operation of equipment, windblown dust and dust from equipment movement.  However, if the applicant and operators comply with dust and noise",2026-06-11T19:21:58
candidate_00564,14,Duchesne,Dust / PM,02-07-18.txt,archive/extracted_text/legacy/02-07-18.txt,202,concerns about the dust,needs_human_review,"Works Director, Ben Henderson, stating the County’s concerns about the dust, heavy","Mr. Hyde stated there is a letter in your packets from the Duchesne County Public Works Director, Ben Henderson, stating the County’s concerns about the dust, heavy truck traffic and the use of the roads thru town that were not built for this purpose. Chevron will have a study done to see if the extra traffic and heavy weight will have any",2026-06-11T19:21:58
candidate_00565,14,Duchesne,Dust / PM,02-07-18.txt,archive/extracted_text/legacy/02-07-18.txt,203,truck traffic,needs_human_review,truck traffic and the use of the roads thru town that were not built for this purpose.,"Mr. Hyde stated there is a letter in your packets from the Duchesne County Public Works Director, Ben Henderson, stating the County’s concerns about the dust, heavy truck traffic and the use of the roads thru town that were not built for this purpose. Chevron will have a study done to see if the extra traffic and heavy weight will have any impact on their pipeline.",2026-06-11T19:21:58
candidate_00591,14,Unknown,Dust / PM,03-06-19.txt,archive/extracted_text/legacy/03-06-19.txt,134,nuisance,needs_human_review,"amounts of noise, dust or other nuisance impacts.","disturbances and radiation. Mr. Hyde stated this small scale medical clinic is not anticipated to generate significant amounts of noise, dust or other nuisance impacts. 4 F. Operating Hours: The regulation of operating hours for activities affecting",2026-06-11T19:21:58
candidate_00625,14,Unknown,Dust / PM,04-04-18.txt,archive/extracted_text/legacy/04-04-18.txt,244,adjoining property owner; concerns about the dust,needs_human_review,"Colby Clayburn, an adjoining property owner, stated his concerns about the dust and","Moon asked if they had filed on their water rights. Gary Clayburn stated it is ok. Colby Clayburn, an adjoining property owner, stated his concerns about the dust and noise also.  It is not safe for his children to run around and play anymore. He already has Burdicks pit, the oil trucks and added traffic there and now another pit to the east of",2026-06-11T19:21:58
candidate_00773,14,Duchesne,Dust / PM,07-11-18.txt,archive/extracted_text/legacy/07-11-18.txt,374,nuisance,needs_human_review,significant amounts of noise or dust.  The Duchesne County Nuisance Ordinance,"and radiation. Mr. Hyde stated this small scale vehicle sales business is not anticipated to generate significant amounts of noise or dust.  The Duchesne County Nuisance Ordinance allows noise from motor vehicles between the hours of 7:00 A.M and 9:30 P.M. on weekdays, 8:00 A.M. to 9:30 P.M. on Saturdays and 9:00 A.M. to 9:30 P.M. on",2026-06-11T19:21:58
candidate_00821,14,Unknown,Dust / PM,08-06-12.txt,archive/extracted_text/legacy/08-06-12.txt,156,complaint; complaints,needs_human_review,items the past few months. We get a lot of complaints about gravel pits especially,County Zoning Ordinance Administrator Hyde stated that the Planning Commission has been wrestling with a few items the past few months. We get a lot of complaints about gravel pits especially because of the dust during dry years like we have now. The Planning Commission has been looking at ways to reduce impacts of dust and noise. This ordinance attempts to do,2026-06-11T19:21:58
candidate_00897,14,Unknown,Air Quality / Odor,10-02-19.txt,archive/extracted_text/legacy/10-02-19.txt,254,air quality,needs_human_review,plan and the DEQ for the portable crusher and air quality permits.,help during this process and stated Jim Taylor is the property owner and he has waived the bonding requirements. They are working with TriCounty Health for the dust control plan and the DEQ for the portable crusher and air quality permits. Mr. Robb stated they have met with the Ute Tribe about the access issues and are,2026-06-11T19:21:58
candidate_00956,14,Unknown,Dust / PM,10-4-23.txt,archive/extracted_text/legacy/10-4-23.txt,401,nuisance,needs_human_review,the TriCounty Health Department) and noise standards in the county nuisance,"equipment, windblown dust, and dust from equipment movement. If the applicants and operators comply with dust standards (administered by the TriCounty Health Department) and noise standards in the county nuisance ordinance, the proposal is less likely to be injurious to public health, safety, or welfare.",2026-06-11T19:21:58
candidate_01109,14,Unknown,Dust / PM,12-6-23.txt,archive/extracted_text/legacy/12-6-23.txt,748,nuisance,needs_human_review,"standards in the county nuisance ordinance, the proposal is less likely","If the applicants and operators comply with dust standards (administered by the TriCounty Health Department) and noise standards in the county nuisance ordinance, the proposal is less likely to be injurious to public health, safety, or welfare. 2. Water Pollution : Detrimental impacts can occur if operations of a",2026-06-11T19:21:58
candidate_01162,14,Unknown,Dust / PM,4-05-23.txt,archive/extracted_text/legacy/4-05-23.txt,100,nuisance,needs_human_review,"TriCounty Health Department) and noise standards in the county nuisance ordinance,","not create open pits or allow water to pond or pool. If the applicants and operators comply with dust standards (administered by the TriCounty Health Department) and noise standards in the county nuisance ordinance, the proposal is less likely to be injurious to public health, safety or welfare.  The health department issued an approval of the dust control plan by leƩer dated March 22, 2023.",2026-06-11T19:21:58
candidate_01193,14,Duchesne,Dust / PM,4-3-2024.txt,archive/extracted_text/legacy/4-3-2024.txt,634,complaint,needs_human_review,"For the Commissioners to hear every call and complaint and concern about noise,","message to the oil companies that we are not pro oil and gas, and we just need them to build Duchesne’s county roads.  I would suggest to hire an Oil and Gas Liaison. For the Commissioners to hear every call and complaint and concern about noise, dust or whatever is just too much.  There needs to be a liaison who can communicate to the commissioners what is going on.",2026-06-11T19:21:58
candidate_01221,14,Unknown,Dust / PM,5-3-23.txt,archive/extracted_text/legacy/5-3-23.txt,101,nuisance,needs_human_review,TriCounty Health Department) and noise standards in the county nuisance,"pond or pool. If the applicants and operators comply with dust standards (administered by the TriCounty Health Department) and noise standards in the county nuisance ordinance, the proposal is less likely to be injurious to public health, safety or welfare.  The health department issued an approval of the dust control plan by letter",2026-06-11T19:21:58
candidate_01242,14,Unknown,Dust / PM,5-3-23.txt,archive/extracted_text/legacy/5-3-23.txt,727,nuisance,needs_human_review,TriCounty Health Department) and noise standards in the county nuisance,"If the applicants and operators comply with dust standards (administered by the TriCounty Health Department) and noise standards in the county nuisance ordinance, the proposal is less likely to be injurious to public health, safety or welfare.",2026-06-11T19:21:58
candidate_01277,14,Unknown,Dust / PM,6-7-23.txt,archive/extracted_text/legacy/6-7-23.txt,116,nuisance,needs_human_review,TriCounty Health Department) and noise standards in the county nuisance,"If the applicants and operators comply with dust standards (administered by the TriCounty Health Department) and noise standards in the county nuisance ordinance, the proposal is less likely to be injurious to public health, safety or welfare.",2026-06-11T19:21:58
candidate_01295,14,Unknown,Dust / PM,6-7-23.txt,archive/extracted_text/legacy/6-7-23.txt,681,nuisance,needs_human_review,"Department) and noise standards in the county nuisance ordinance, the proposal is","equipment, windblown dust and dust from equipment movement.  If the applicants and operators comply with dust standards (administered by the TriCounty Health Department) and noise standards in the county nuisance ordinance, the proposal is less likely to be injurious to public health, safety or welfare.",2026-06-11T19:21:58
candidate_01332,14,Duchesne,Dust / PM,7-5-23.txt,archive/extracted_text/legacy/7-5-23.txt,159,nuisance,needs_human_review,controlled pursuant to the Duchesne County Nuisance Ordinance and the,as part of this commercial use. The business can operate in a manner that is not detrimental to surrounding property owners if noise and dust are controlled pursuant to the Duchesne County Nuisance Ordinance and the general public is kept within the operations area. The nearest dwelling is located over 150 feet to the east.  Lands to the north and west are private and,2026-06-11T19:21:58
candidate_01408,14,Unknown,Dust / PM,April-2-2014.txt,archive/extracted_text/legacy/April-2-2014.txt,241,adjoining property owner,needs_human_review,"Frank Roberts, an adjoining property owner, stated he is not against the gravel pit and","speak. There were none so any opposed were invited to speak. Frank Roberts, an adjoining property owner, stated he is not against the gravel pit and crusher he is concerned about the dust and lack of a dust control plan or the measures needed to control the dust. The second issue he has  is the increased heavy truck traffic",2026-06-11T19:21:59
candidate_01409,14,Unknown,Dust / PM,April-2-2014.txt,archive/extracted_text/legacy/April-2-2014.txt,243,heavy truck; truck traffic,needs_human_review,needed to control the dust. The second issue he has  is the increased heavy truck traffic,"Frank Roberts, an adjoining property owner, stated he is not against the gravel pit and crusher he is concerned about the dust and lack of a dust control plan or the measures needed to control the dust. The second issue he has  is the increased heavy truck traffic on an already narrow road with blind corners and a lot of families with small children playing and getting on and off the school busses th at service that area. Mr. Roberts is",2026-06-11T19:21:59
candidate_01431,14,Duchesne,Dust / PM,April-3-2013.txt,archive/extracted_text/legacy/April-3-2013.txt,263,complaint; complaints,needs_human_review,"complaints be received, the applicant shall constru ct earthen berms, plant","5. The applicant shall restrict operating hours to those permitted by the Noise Disturbance section of the Duchesne County Nuisance  Ordinance.  Should noise complaints be received, the applicant shall constru ct earthen berms, plant vegetative buffers or enact other mitigation measures to reduce noise. 6. The applicant shall make sufficient applications  of water or other dust inhibitors",2026-06-11T19:21:59
candidate_01459,14,Unknown,Dust / PM,April-6-2011.txt,archive/extracted_text/legacy/April-6-2011.txt,317,nuisance,needs_human_review,create a nuisance and hours of operation should thu s be limited.  Dust can also be a,and radiation. Mr. Hyde stated the noise from early morning or late night equipment operation can create a nuisance and hours of operation should thu s be limited.  Dust can also be a nuisance if surface disturbance creates areas of so il exposed to the sun and wind. 8,2026-06-11T19:21:59
candidate_01460,14,Unknown,Dust / PM,April-6-2011.txt,archive/extracted_text/legacy/April-6-2011.txt,318,nuisance,needs_human_review,nuisance if surface disturbance creates areas of so il exposed to the sun and wind.,Mr. Hyde stated the noise from early morning or late night equipment operation can create a nuisance and hours of operation should thu s be limited.  Dust can also be a nuisance if surface disturbance creates areas of so il exposed to the sun and wind. 8 Surface disturbance should be minimized and dust in hibitors applied as needed to,2026-06-11T19:21:59
candidate_01515,14,Duchesne,Air Quality / Odor,August-2017.txt,archive/extracted_text/legacy/August-2017.txt,136,nuisance,needs_human_review,The Duchesne County Nuisance Ordinance finds that a  nuisance exists from “the,"smoke, dust, dirt, odors, gases, noxious matter, heat, glare, electromagnetic disturbances and radiation. The Duchesne County Nuisance Ordinance finds that a  nuisance exists from “the gathering of any number of persons upon premises, e ither public or private, and the 4",2026-06-11T19:21:59
candidate_01522,14,Unknown,Dust / PM,August-3-2011.txt,archive/extracted_text/legacy/August-3-2011.txt,133,vibration,needs_human_review,"exhaust, dust from driving surfaces and vibration.  Since this business has one welding","disturbances and radiation. Mr. Hyde stated trucks and equipment can generate nuisance noise, smoke from exhaust, dust from driving surfaces and vibration.  Since this business has one welding truck and one flatbed trailer, such impacts are not  expected in this case. 4",2026-06-11T19:21:59
